,검색날짜,사용자,주제,언론사,제목,링크
592,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
593,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
594,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
595,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
596,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
597,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
598,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
599,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
600,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
601,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
602,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
603,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
604,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
605,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
606,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
607,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
608,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
609,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
610,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
611,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
612,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
613,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
614,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
615,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
616,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
617,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
618,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
619,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
620,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
621,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
622,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
623,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
624,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
625,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
626,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
627,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
628,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
629,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
630,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
631,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
632,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
633,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
634,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
635,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
636,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
637,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
638,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
639,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
640,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
641,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
642,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
643,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
644,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
645,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
646,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
647,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
648,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
649,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
650,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
651,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
652,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
653,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
654,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
655,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
656,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
657,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
658,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
659,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
660,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
661,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
662,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
663,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
664,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
665,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
666,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
667,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
668,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
669,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
670,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
671,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
672,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
673,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
674,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
675,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
676,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
677,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
678,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
679,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
680,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
681,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
682,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
683,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
684,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
685,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
686,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
687,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
688,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
689,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
690,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
691,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
692,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
693,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
694,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
695,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
696,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
697,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
698,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
699,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
700,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
701,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
702,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
703,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
704,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
705,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
706,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
707,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
708,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
709,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
710,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
711,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
712,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
713,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
714,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
715,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
716,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
717,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
718,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
719,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
720,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
721,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
722,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
723,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
724,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
725,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
726,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
727,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
728,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
729,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
730,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
731,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
732,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
733,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
734,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
735,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
736,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
737,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
738,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
739,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
740,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
741,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
742,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
743,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
744,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
745,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
746,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
747,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
748,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
749,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
750,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
751,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
752,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
753,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
754,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
755,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
